customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST_0074,60.0,Female,East,Primary,Self-Employed,20651.53,8703.83,Education,678.0,1,64,0.135,2021-12-22,0
CUST_0075,10.0,Female,West,Primary,Salaried,84769.29,5864.11,Other,613.0,2,97,0.166,2020-10-06,0
CUST_0076,51.0,Male,West,Primary,Salaried,100617.15,3781.98,Other,726.0,2,216,0.269,2022-12-04,0
CUST_0077,43.0,Male,South,Graduate,,78503.63,10870.16,Education,,3,69,0.577,2020-01-20,0
CUST_0078,38.0,Female,South,Graduate,Self-Employed,25115.76,1238.76,Business,850.0,2,218,0.206,2023-08-12,0
CUST_0079,43.0,Male,East,Graduate,Salaried,32971.18,21895.67,Home,668.0,1,61,0.187,2023-09-30,0
CUST_0080,18.0,Male,North,Graduate,Salaried,,4836.87,Other,722.0,0,115,0.545,2020-04-17,0
CUST_0081,39.0,Male,North,Graduate,Self-Employed,15518.79,11846.07,Other,754.0,0,219,0.211,2022-09-22,0
CUST_0082,46.0,Female,North,Post-Graduate,Unemployed,49369.69,7841.17,Education,777.0,1,222,0.392,2019-09-01,0
CUST_0083,59.0,Male,North,Secondary,Self-Employed,201495.89,24882.67,Other,774.0,1,18,0.753,2022-05-19,0
CUST_0084,35.0,Female,South,Primary,Salaried,51846.13,47485.68,Other,774.0,3,40,1.452566459797898,2023-07-22,0
CUST_0085,32.0,Female,North,Graduate,Self-Employed,18199.77,25080.35,Business,672.0,2,66,0.119,2019-03-17,0
CUST_0086,35.0,Male,North,Primary,Self-Employed,36830.17,19549.73,Education,744.0,0,80,0.366,2022-09-12,0
CUST_0087,52.0,,West,Graduate,Self-Employed,,27647.25,Other,529.0,2,19,0.44,2019-02-22,1
CUST_0088,45.0,Female,North,Primary,Self-Employed,331786.52,761.24,Car,732.0,2,53,0.192,2023-06-09,0
CUST_0089,35.0,Female,North,Secondary,Unemployed,226963.22,3276.78,Education,736.0,0,84,0.613,2021-11-14,0
CUST_0090,48.0,Female,South,Primary,,107446.5,2493.5,Business,747.0,4,147,0.218,2022-06-11,1
CUST_0091,43.0,Male,East,Primary,Salaried,45503.26,2583.98,Home,751.0,1,204,0.183,2021-06-17,0
CUST_0092,53.0,Female,West,Graduate,Self-Employed,156451.87,7543.97,Other,752.0,2,176,0.122,2020-06-09,0
CUST_0093,33.0,Male,West,Post-Graduate,,24178.82,18984.97,Car,653.0,2,246,0.275,2019-04-29,0
CUST_0094,38.0,Female,East,Post-Graduate,Salaried,141670.65,3045.2,Car,660.0,1,82,0.452,2021-12-15,0
CUST_0095,37.0,Female,West,Primary,Salaried,125791.22,68378.95,Home,736.0,1,134,0.668,2023-02-02,0
CUST_0096,24.0,Female,North,Post-Graduate,Self-Employed,53046.46,48147.73,Education,539.0,0,123,0.246,2021-12-04,0
CUST_0097,45.0,Male,North,Secondary,Salaried,6693604.089268323,89073.23,Business,563.0,2,208,0.281,2022-01-04,0
CUST_0098,45.0,Male,East,Secondary,Self-Employed,,1085.74,Other,633.0,4,67,0.359,2022-10-29,0
CUST_0099,42.0,Male,South,Post-Graduate,Salaried,21762.24,47662.84,Other,648.0,4,28,1.3824878271756473,2020-03-30,0
CUST_0100,39.0,Male,South,Post-Graduate,Salaried,130923.96,40707.12,Other,704.0,0,6,0.164,2022-07-04,0
CUST_0101,25.0,Male,West,Secondary,Salaried,55927.17,58096.72,Car,848.0,1,86,0.216,2020-01-25,0
CUST_0102,36.0,Male,South,Post-Graduate,Salaried,96899.0,18766.45,Education,644.0,1,136,0.016,2020-03-03,0
CUST_0103,37.0,Male,South,Post-Graduate,Self-Employed,256968.62,38766.15,Home,717.0,5,96,0.478,2020-05-14,0
CUST_0104,32.0,Other,South,Graduate,Self-Employed,33597.16,1316.22,Education,550.0,0,221,0.237,2023-08-08,0
CUST_0105,40.0,Male,South,Graduate,Self-Employed,53385.6,1972.77,Business,645.0,2,109,0.517,2020-08-02,0
CUST_0106,46.0,Female,South,Post-Graduate,Salaried,210177.48,3154.17,Business,737.0,3,172,0.243,2020-06-10,1
CUST_0107,64.0,Female,South,Post-Graduate,Salaried,102230.5,61565.58,Home,,2,11,0.612,2023-01-16,0
CUST_0108,44.0,Male,South,Graduate,Salaried,34206.6,1578.0,Car,632.0,1,241,0.419,2021-01-03,0
CUST_0109,45.0,Female,West,Graduate,Salaried,27888.95,2638.17,Home,515.0,3,208,0.556,2019-11-30,1
CUST_0110,41.0,Male,North,Post-Graduate,Salaried,39243.28,66628.5,Business,620.0,0,65,0.307,2022-08-18,0
CUST_0111,18.0,Female,South,Graduate,Self-Employed,33165.59,2840.21,Car,771.0,4,176,0.522,2023-02-01,0
CUST_0112,41.0,Male,North,Secondary,Salaried,72393.99,50958.7,Education,646.0,1,113,0.532,2021-05-30,0
CUST_0113,42.0,Male,East,Primary,Salaried,,38929.53,Business,687.0,1,215,0.08,2021-11-15,0
CUST_0114,71.0,Female,North,Secondary,Unemployed,74861.14,1027.89,Car,621.0,4,200,0.19,2022-06-28,1
CUST_0115,39.0,Male,East,Graduate,Salaried,30557.02,552.24,Car,656.0,0,134,0.48,2020-05-31,0
CUST_0116,45.0,Female,West,Secondary,Unemployed,56575.59,19110.09,Other,776.0,1,220,0.168,2020-02-22,0
CUST_0117,41.0,,North,Primary,Unemployed,11561.55,146734.75,Education,645.0,0,49,0.288,2020-11-17,0
CUST_0118,27.0,Male,East,Graduate,Salaried,67238.75,,Car,622.0,4,143,0.226,2022-10-09,1
CUST_0119,55.0,Male,North,Secondary,Salaried,153330.73,9277.51,Home,778.0,1,220,0.376,2020-02-29,0
CUST_0120,51.0,Male,West,Secondary,Self-Employed,19152.78,12206.6,Education,678.0,3,171,0.526,2022-03-08,0
CUST_0121,51.0,Male,North,Primary,Salaried,88145.36,12271.74,Education,656.0,1,205,0.465,2019-04-11,0
CUST_0122,31.0,Male,East,Graduate,Salaried,36724.1,33123.29,Business,694.0,1,127,0.064,2019-09-11,0
CUST_0123,58.0,Male,South,Post-Graduate,Self-Employed,113777.6,10430.83,Education,765.0,1,11,0.645,2019-08-26,0
CUST_0124,,Female,South,Graduate,Salaried,67976.54,3998.26,Education,691.0,2,33,0.318,2023-09-09,0
CUST_0125,49.0,Male,South,Primary,Salaried,82765.23,34369.76,Other,625.0,3,231,1.1554432321233021,2022-09-19,0
CUST_0126,68.0,Female,West,Primary,Self-Employed,63061.08,15312.95,Education,690.0,0,68,0.169,2019-05-24,0
CUST_0127,30.0,Male,South,Primary,Self-Employed,173280.24,1997.16,Car,555.0,0,156,0.456,2023-10-28,0
CUST_0128,35.0,Female,West,Primary,Salaried,,39022.42,Home,607.0,1,71,0.353,2019-06-28,0
CUST_0129,43.0,Male,South,Post-Graduate,Salaried,34052.58,22005.68,Other,707.0,0,5,0.441,2022-03-26,0
CUST_0130,35.0,Male,West,Graduate,Salaried,64794.24,16802.72,Other,682.0,2,101,0.056,2021-10-02,0
CUST_0131,23.0,Male,West,Graduate,Salaried,,27971.13,Other,712.0,2,120,0.087,2022-07-02,0
CUST_0132,42.0,Male,North,Secondary,Self-Employed,68180.91,17598.51,Other,714.0,1,178,0.512,2023-08-19,0
CUST_0133,29.0,Female,South,Post-Graduate,Self-Employed,42795.33,26132.96,Business,746.0,3,230,0.424,2022-10-26,0
CUST_0134,47.0,Male,North,Post-Graduate,Self-Employed,34841.04,50527.15,Other,689.0,3,47,0.201,2020-10-27,1
CUST_0135,30.0,Other,East,Secondary,Salaried,70222.06,23766.51,Business,761.0,2,142,0.287,2019-02-02,0
CUST_0136,60.0,Male,South,Secondary,Salaried,62606.96,26940.88,Business,717.0,1,83,1.390015946963625,2019-12-23,0
CUST_0137,32.0,,South,Graduate,Salaried,140247.6,23788.63,Education,721.0,1,79,0.086,2022-03-28,0
CUST_0138,38.0,Female,South,Graduate,Salaried,42960.45,18938.4,Home,613.0,2,236,0.156,2022-10-23,0
CUST_0139,51.0,Male,South,Graduate,Salaried,12274.96,4717.72,Education,623.0,0,132,0.206,2020-04-29,0
CUST_0140,27.0,Female,North,Post-Graduate,Salaried,44752.53,10224.69,Business,638.0,1,165,0.692,2021-03-15,0
CUST_0141,44.0,Male,North,Post-Graduate,Salaried,16298.94,29531.56,Education,,3,193,0.409,2021-10-13,0
CUST_0142,57.0,Female,West,Secondary,Self-Employed,,13855.34,Car,790.0,3,228,0.273,2019-01-16,0
CUST_0143,22.0,Male,North,Primary,Self-Employed,15691.61,13027.33,Other,609.0,2,42,0.298,2020-05-25,0
CUST_0144,44.0,Female,West,Primary,Salaried,27154.64,35601.91,Other,678.0,3,152,0.095,2021-06-06,0
CUST_0145,,Female,East,Primary,Salaried,44807.57,139.61,Business,616.0,0,100,0.266,2023-03-15,0
CUST_0146,51.0,Male,North,Primary,Self-Employed,205903.0,28407.42,Education,618.0,1,204,0.109,2022-07-08,0
CUST_0147,27.0,Male,West,Primary,Unemployed,25379.27,16795.73,Car,761.0,1,247,0.025,2023-03-22,0
CUST_0148,26.0,Male,South,Graduate,Salaried,60471.29,190766.09069795883,Car,563.0,1,57,0.343,2022-08-14,1
CUST_0149,,Other,East,Secondary,Self-Employed,95223.43,10408.22,Car,718.0,1,59,0.24,2019-10-29,0
CUST_0150,45.0,Male,West,Primary,Self-Employed,196270.37,4745.0,Business,675.0,1,21,0.32,2020-11-08,0
CUST_0151,45.0,Male,East,Primary,Salaried,2148442.714545111,10171.1,Education,760.0,2,178,0.176,2020-12-24,0
CUST_0152,46.0,Male,South,Primary,Salaried,143648.63,12415.61,Car,695.0,2,104,0.218,2022-07-12,0
CUST_0153,33.0,Male,South,Graduate,Salaried,119544.7,14381.83,Car,800.0,4,134,0.229,2019-10-25,0
CUST_0154,44.0,Female,West,Primary,Salaried,,27891.47,Education,683.0,2,244,0.313,2020-09-21,0
CUST_0155,,Other,West,Secondary,Salaried,,15108.77,Education,,3,248,0.167,2021-08-07,0
CUST_0156,33.0,Male,South,Graduate,Unemployed,118057.7,39775.75,Other,697.0,4,102,0.093,2020-09-23,1
CUST_0157,,Female,West,Graduate,Self-Employed,27855.89,25523.09,Home,686.0,1,143,0.224,2021-10-06,0
CUST_0158,47.0,Male,South,Post-Graduate,Salaried,37653.91,75157.13676483012,Home,777.0,3,82,0.539,2021-12-21,0
CUST_0159,27.0,Male,North,Post-Graduate,Salaried,31490.66,8114.64,Car,686.0,3,214,0.039,2022-10-09,0
CUST_0160,49.0,Male,West,Graduate,Self-Employed,111090.27,2064.15,Education,694.0,0,14,0.203,2023-03-24,0
CUST_0161,30.0,Female,East,Primary,Salaried,56645.91,72840.79,Other,624.0,1,27,0.084,2021-02-22,0
CUST_0162,51.0,Other,South,Primary,Salaried,46319.73,54409.93,Business,683.0,1,92,0.3,2021-03-27,0
CUST_0163,55.0,Female,North,Primary,Unemployed,21475.41,2215.21,Home,466.0,2,48,0.177,2023-06-29,1
CUST_0164,32.0,Male,West,Primary,Salaried,56731.48,21337.36,Home,645.0,2,207,0.332,2019-10-07,0
CUST_0165,53.0,Male,South,Post-Graduate,Salaried,38022.35,80724.3,Education,707.0,3,109,0.211,2023-09-27,0
CUST_0166,46.0,Male,North,Secondary,Salaried,72741.81,34373.26,Business,668.0,0,188,0.207,2019-03-05,0
CUST_0167,51.0,Female,West,Graduate,,23995.61,16922.61,Home,663.0,2,160,0.092,2023-05-22,0
CUST_0168,64.0,Female,South,Primary,Salaried,69031.97,6897.23,Other,726.0,3,31,0.524,2023-02-22,0
CUST_0169,39.0,Female,South,Post-Graduate,Salaried,42143.65,8179.19,Home,805.0,1,180,0.142,2020-06-25,0
CUST_0170,32.0,Male,South,Secondary,Self-Employed,22038.86,33317.7,Education,648.0,2,204,0.178,2023-02-08,0
CUST_0171,31.0,Male,West,Graduate,Salaried,20705.88,37918.65,Education,749.0,1,122,0.685,2019-07-24,0
CUST_0172,,Male,North,Graduate,Salaried,23350.73,18806.16,Business,678.0,0,41,0.043,2020-03-09,0
CUST_0173,41.0,Male,South,Graduate,Salaried,50760.85,3222.8,Home,722.0,3,68,0.074,2021-08-20,0
CUST_0174,46.0,Male,North,Primary,Salaried,65959.51,67902.7,Business,841.0,0,51,0.384,2020-08-28,0
CUST_0175,45.0,Male,North,Graduate,Self-Employed,74299.46,46570.01,Home,754.0,1,243,0.409,2023-08-24,0
CUST_0176,51.0,Male,East,Primary,Salaried,76576.26,3786.24,Car,781.0,0,53,0.292,2021-11-04,0
CUST_0177,42.0,Female,North,Secondary,Self-Employed,32636.33,1460.0,Home,648.0,2,70,0.166,2021-11-11,0
CUST_0178,59.0,Female,North,Post-Graduate,Salaried,139625.95,19189.64,Education,673.0,3,49,0.369,2020-08-29,0
CUST_0179,38.0,Male,North,Post-Graduate,Salaried,42033.39,8356.86,Education,594.0,2,62,0.599,2021-05-18,1
CUST_0180,74.0,Male,North,Post-Graduate,,85829.65,8325.69,Car,631.0,4,111,0.218,2021-01-13,0
CUST_0181,49.0,Male,North,Graduate,Salaried,52505.63,2281.55,Home,696.0,3,69,0.384,2022-08-05,0
CUST_0182,31.0,Female,West,Post-Graduate,Self-Employed,80861.81,76646.27,Home,624.0,3,130,0.326,2020-11-24,1
CUST_0183,29.0,Female,East,Secondary,,50439.89,,Education,699.0,2,237,0.633,2019-03-06,0
CUST_0184,47.0,Female,South,Primary,Salaried,82035.54,3021.29,Car,644.0,2,72,0.297,2023-12-09,0
CUST_0185,39.0,Female,East,Post-Graduate,Self-Employed,59521.26,52307.85,Education,692.0,3,244,0.232,2020-03-09,0
CUST_0186,,Male,East,Primary,Self-Employed,114814.43,28717.87,Car,734.0,4,116,0.367,2019-12-17,0
CUST_0187,47.0,Male,South,Primary,Self-Employed,31102.76,9842.41,Education,727.0,2,7,0.064,2023-05-12,0
CUST_0188,41.0,Male,North,Post-Graduate,Self-Employed,14531.69,51247.18,Other,713.0,0,94,1.3498821540138741,2020-03-06,0
CUST_0189,31.0,Male,South,Post-Graduate,Unemployed,27482.76,22783.96,Home,786.0,1,246,0.067,2019-01-15,0
CUST_0190,23.0,Female,North,Post-Graduate,Salaried,140805.49,47207.28,Business,532.0,2,75,0.287,2020-12-28,0
CUST_0191,36.0,Male,South,Graduate,Salaried,52910.28,15837.45,Other,678.0,3,90,1.178164457366289,2019-10-17,1
CUST_0192,52.0,Male,West,Post-Graduate,Salaried,64450.31,,Education,,1,14,0.589,2022-07-04,0
CUST_0193,44.0,Male,East,Graduate,Salaried,25773.21,8597.85,Car,516.0,1,14,0.229,2019-09-10,1
CUST_0194,27.0,Other,North,Secondary,Salaried,,,Business,818.0,1,43,0.321,2020-05-29,0
CUST_0195,44.0,Male,East,Primary,Self-Employed,26416.65,20968.9,Car,656.0,1,69,0.077,2022-02-04,0
CUST_0196,46.0,Female,North,Secondary,Salaried,29714.04,73464.54,Car,626.0,1,117,0.262,2023-05-18,0
CUST_0197,31.0,Male,South,Post-Graduate,Self-Employed,43391.25,22914.63,Home,741.0,0,62,0.059,2022-05-10,0
CUST_0198,,Male,South,Primary,Salaried,85483.43,3985.98,Education,618.0,2,248,0.2,2021-07-25,0
CUST_0199,42.0,Male,South,Post-Graduate,Salaried,93104.52,175.52,Home,788.0,1,41,0.105,2023-02-12,0
CUST_0200,28.0,Female,West,Post-Graduate,Unemployed,95152.48,47593.19,Car,682.0,2,132,0.578,2021-06-16,0
CUST_0201,46.0,Male,South,Primary,,16806.7,11326.71,Home,793.0,1,79,0.355,2023-12-26,0
CUST_0202,48.0,Female,South,Secondary,Salaried,59555.77,9457.17,Other,779.0,3,38,0.375,2019-12-15,1
CUST_0203,54.0,Male,West,Post-Graduate,Salaried,51152.9,40327.51,Car,690.0,1,127,1.3396209888921886,2019-02-03,0
CUST_0204,54.0,Male,East,Primary,Self-Employed,17575.38,72676.69,Car,626.0,1,142,0.441,2019-12-20,0
CUST_0205,25.0,Female,East,Secondary,Salaried,60644.67,,Other,819.0,2,82,0.096,2022-07-11,0
CUST_0206,30.0,Male,North,Graduate,Salaried,49004.05,4774.39,Car,559.0,2,42,0.298,2021-03-12,1
CUST_0207,48.0,Female,East,Secondary,Self-Employed,90149.13,12413.96,Business,,5,65,0.545,2019-09-24,0
CUST_0208,,Female,North,Secondary,Salaried,63895.08,35615.34,Business,749.0,2,198,0.254,2023-01-01,0
CUST_0209,48.0,Male,North,Primary,Self-Employed,38582.09,59358.96,Education,563.0,2,107,0.365,2021-02-26,1
CUST_0210,88.0,Female,East,Secondary,Salaried,125568.91,164283.22,Education,582.0,2,78,0.42,2023-05-29,1
CUST_0211,48.0,Male,East,Graduate,Salaried,10127.53,17913.51,Home,665.0,1,228,0.517,2019-02-14,0
CUST_0212,55.0,Male,West,Graduate,Self-Employed,56873.68,43223.11,Home,702.0,1,33,0.224,2020-06-30,0
CUST_0213,53.0,Male,North,Post-Graduate,Self-Employed,14609.09,1193.85,Other,529.0,1,182,1.1911995575624388,2022-04-30,1
CUST_0214,49.0,Female,East,Graduate,Self-Employed,28860.97,8415.67,Other,771.0,2,69,0.3,2019-04-14,0
CUST_0215,38.0,Male,East,Post-Graduate,Self-Employed,91112.56,11611.01,Car,668.0,1,112,0.562,2020-06-02,0
CUST_0216,,Female,West,Graduate,Salaried,,92751.4,Education,737.0,2,8,0.62,2021-02-26,0
CUST_0217,32.0,Female,East,Secondary,Salaried,655236.3955680687,84.99,Education,,0,101,0.214,2020-08-02,0
CUST_0218,39.0,Male,South,Post-Graduate,Salaried,,9204.98,Education,649.0,1,242,0.257,2022-11-20,0
CUST_0219,36.0,Male,South,Graduate,Self-Employed,20182.45,66629.17,Education,704.0,3,156,0.224,2023-02-22,1
CUST_0220,,Male,North,Secondary,Self-Employed,224227.56,9156.53,Home,693.0,1,173,0.034,2021-11-27,0
CUST_0221,69.0,Male,West,Secondary,,52168.72,6374.46,Business,734.0,1,26,0.207,2019-09-23,0
CUST_0222,19.0,Male,East,Post-Graduate,Salaried,888294.1003919524,32741.53,Other,738.0,2,14,0.113,2023-02-05,0
CUST_0223,50.0,Female,North,Primary,Salaried,94223.9,34195.54,Other,587.0,3,48,0.238,2020-12-23,1
CUST_0224,22.0,Other,East,Secondary,Self-Employed,174429.38,15974.9,Education,695.0,0,192,0.213,2019-08-21,0
CUST_0225,36.0,Female,South,Secondary,Self-Employed,23936.16,,Education,667.0,2,158,0.178,2021-01-10,0
CUST_0226,55.0,Female,East,Primary,Self-Employed,39807.08,5663.33,Home,712.0,4,146,0.179,2023-12-31,1
CUST_0227,42.0,Female,East,Post-Graduate,Self-Employed,,61165.96,Home,654.0,2,144,0.288,2020-08-23,0
CUST_0228,29.0,Male,East,Graduate,Salaried,75387.4,35214.33,Other,684.0,0,24,0.076,2022-03-09,0
